"It was probably watching this TV movie that got me interested in the debate as to whether ""Anna"" was really Tsar Nicholas's daughter Anastasia. Since seeing it I have made a point of watching various documentaries and also bought a book. Despite the evidence that has been discovered since the film was released, I sometimes still think she was. Such is the power of Amy Irving's acting in this 2-parter which is somewhat liberal with the historical facts, but packed to the brim with tear-jerking drama and Irving's totally convincing performance.<br /><br />I was not consciously aware of Irving before this, though I must have seen her without realizing it in ""Carrie"" (another favourite film). In ""Anasasia"", I never felt for one moment that ""it's only a film"". For me this woman WAS Anastasia, and when part one ended with her in the railway carriage meeting members of the royal family, I knew that come hell or high water I had to see the second part. I just wanted to see how she would prove that she was who she claimed to be, and as the story progressed I felt an intense hatred of Rex Harrison's character, though I greatly admire him as an actor.<br /><br />When I saw the movie listed again in the TV guide, I convinced my Mother that we should watch it, and afterward she thanked me for doing so, being almost as keen as I had been to watch part 2. Then I bought the video and can totally recommend it. ""Anastasia"" is one of those rare TV movies that you simply must watch for the sheer enjoyment of watching the finest acting I have ever seen on TV, and it doesn't really matter whether you believe the legend or not.",pos
"I really like this film because of all the stars and the dancing and the story that goes along with it. Rita Hayworth was at her most glamorous in this musical and the costumes were gorgeous. Although a musical, I thought Rita Hayworth did a fine performance of dramatic acting in this film as well. As far as her dancing, I think she was excellent. Even Betty Grable pretty much endorsed Rita's dancing in this film as she commented that Rita danced rings around her own dancing and let's face it, Betty Grable was an excellent dancer. The cinematography and vivid colors are also noted. Rita wants to be a cover girl for a magazine but she's also in love with her mentor played by Gene Kelly. Does she leave Kelly to fulfill her dream and bypass love and Broadway stardom or does she stick around to find that unique pearl that will change her life forever? You'll have to watch the film to find out!",pos
"It's out of question that the real Anna Anderson was NOT Princess Anastasia. Apart from very distinctive differences in physical appearance(Anderson's eyes are perceivably larger, lips thicker, nose larger and turned up at the end....etc), Anderson's unable to speak Russian was a ridiculous tell......That's why I detest Anna Anderson and her confederates so much. Not a lot of swindlers have the audacity and endurance to scam for 60+ years with such a blatantly untenable scheme.<br /><br />Yet to some extent I have sympathy for Anna Anderson. Life must have been hard for a young Polish peasant worker in those days. And to impersonate another woman for 60+ years is an arduous task for anybody.She had to hold back her fleshy lips all the time to mimic the thin lips of Anastasia's, and had to occasionally go lunatic to make people believe all her chaotic memory was just a result of mental problem.<br /><br />Anna Anderson was an awesome woman on a wrong track. Had she put her good-looks, learned elegance, endurance, acting skills into proper use, she could of made a first-class actress.<br /><br />On a side note: Some main characters of this two-parter seem to be loosely based on real figures. Prince Erich could be a mixture of Gleb Botkin(believed by many the most possible brain behind the whole scheme), Duke George and Dmitri of Leuchtenberg, and several other figures. And Darya Romanoff seem to be based on the gorgeous Princess Xenia Georgievna Romanova. But unlike the real confederates, Prince Erich was motiveless in this show and supported Anna out of love for and sincere belief in her, which is touching.<br /><br />On the whole this is a great show. Fictionalised a bit but still remains faithful to the reality. The power of Amy Irving's acting lies in that she successfully represented Anderson's self-assuredness, the mixture of impersonating others and being herself is intriguing. Just as Princess Xenia said about Anderson:""She was herself at all times and never gave the slightest impression of acting a part."" Highly recommended.",pos
"Anastasia: The Mystery of Anna was a two-part star studded historical T.V. movie based on the Peter Kurth book, Anastasia: The Riddle of Anna Anderson. It keeps up historically pretty much, names are changed etc. But sticks to the real story quite well. Omar Sharif and Claire Bloom do quite well as the Russian royals, Czar Nicholas and Czarina Alexandra. What stuck out in my mind was the all too short portrayals by Rex Harrison and Olivia De Havilland. All in all it was a pretty classy production with some fine acting. I was quite awestruck by the production values when it first aired on NBC in late 1986. Also starring was the fine German actor Jan Niklas who had previously starred in NBC's other Russian epic ""Peter the Great"". <br /><br />I felt that Part 2 skipped over some important details of Anna Anderson's trip to America. It's important to know too, that in 1986 less was known about the Anna Anderson story. Back then it was still not known whether her claim to be the Grand Duchess Anastasia was genuine. By the late 1990's more was known and Anna Anderson is now reputed to have been a fraud. <br /><br />Too bad the networks aren't making fine made-for-television movies like this anymore.",pos
"This movie is a very enjoyable homage to the Bogart and other detective films of old. Robert Sacchi nails it as Bogie and Michelle Phillips is a truly timeless beauty as Gena Anastas. <br /><br />However, the most noteworthy portion of this film involves the longest belly dancing scene ever produced in a Hollywood film. One well-known professional instructor commented that nothing else in cinema comes close for dance excitement. <br /><br />The scene, which ends up being an important part of the plot, occurs in a lushly beautiful Middle Eastern nightclub and is by all accounts mesmerizing. The pulsating music, the swirling veils and ringing finger cymbals, free-flowing undulations and beautiful costumes - and a surprise twist involving the seductive Sybil Danning - build tension and excitement until the very end. <br /><br />The three talented and beautiful professional nightclub dancers are led by exotic brunette beauty Kamala Almanzar, one of the US' leading belly dancers since the mid-1970s. She was hand-picked by famed Armenian musician Guy Chookoorian to travel with his orchestra on the road. Guy's ensemble is the live band that the dancers perform to in the scene. If you watch the trailer on this site, you will see a glimpse of Kamala (playing the finger cymbals behind Sybil Danning). <br /><br />If you're not yet a fan of belly dancing, you will be after watching this movie, and if you're an aficionado, it holds up very well after repeated viewing.",pos
"Making this short and to the point. This movie was great! I loved it! I actually picked this up at a Hollywood Video for 3 bucks on VHS and watched it about 5 times in the last couple weeks. I'm a big Bogart fan and I just latched onto this movie. I thought the song was funny and now have it as a ring tone on my phone. Robert Sacchi is great and pulls off a good Bogart. His nose is a little big, his voice is a Bogart-Columbo mix, and he does a few things that are awkward but otherwise, he was fantastic and this film was wonderful. No one can be a perfect Bogart but he was great. Remember, Sam Marlow is a fan of Bogart and isn't going to do everything he did. He mentions a lot of other movies and does some things that were never part of the real Bogart's character's. But, it's so funny and hilarious and has a great cast, including some beautiful women. Watch it and have fun!",pos
"Sacchi is the best Bogart impersonator ever... dry and droll as Sam Marlowe. The music from award winning composer George Duning [From Here To Eternity, Picnic, The World of Suzie Wong], the cinematography of perfect locations [including the famous Ambassador Hotel] are all right on target as famous tv director Robert Day [Kojak, Streets of San Francisco, The Avengers] guides the most endearing group of well-known character actors through a spoof of every dark detective film every made. See this if you loved all the old serious flicks and have a sense of humor... this one is a hoot.",pos
"This amusing, sometimes poignant look at the Hollywood detective genre of the 1940's and 1950's stars Robert Sacci as an unnamed former cop who retires, uses his life savings to pay for plastic surgery to transform his image into that of his idol, Humphrey Bogart, then sets up shop as a private eye under the name ""Sam Marlowe"". Robert Sacchi, incidentally, is one of the rare few Bogart impersonators who got the lisp exactly right; more to the point, the body and facial language are there. For awhile, ""Sam""'s only client is his landlady, who wants him to find her undersized boyfriend, and his only conversational foil is his secretary, simply called ""Dutchess"" (Misty Rowe), who in his own words, ""looked like Marilyn Monroe and made about as much sense as Gracie Allen"", and has a passion for banana splits. Then he encounters Elsa (Olivia Hussey), the plain, sweet, virginal daughter of a retired props-master who has been murdered for no discernible reason. In the process of investigating the murder, Sam shortly runs across: the Gene Tierney lookalike daughter (Michelle Phillips) of Anastas, an avaricious, obscenely wealthy Greek shipping tycoon (Victor Buono, turning in a creditable Sidney Greenstreet), his hapless, long-suffering second wife (Yvonne deCarlo, who manages to play a variety of put-upon emotions without saying a word), his two smarmy henchmen (Herbert Lom, channelling Peter Lorre, and Jay Robinson, doing a reasonably accurate Lionel Atwill), and Anastas' vicious, amoral Middle-Eastern potentate (Franco Nero) who comes complete with a glamorus and bafflingly loyal mistress (Sybil Danning), all of whom would give anything to acquire the ""Eyes of Alexander"", two huge, perfectly matched star sapphires. When Elsa is murdered, Marlowe's interest in solving the case becomes personal, and he sets out through a labyrinth of Los Angeles landmarks, including the Hollywood Bowl, the scatological and esoteric attractions of Hollywood Boulevard, and Santa Catalina Island in pursuit of the rocks, determined to get at them before either of the two wealthy competitors. Throw in cameos by Mike Mazurki and assorted others, the traditional dumb-but-sympathetic ally on the police force, and a plethora of nicely drawn character turns that provide dimension to practically all players, and despite an unfortunate title song, you have, to my mind, a thoroughly enjoyable movie experience.",pos
"Almost missed it. While visiting friends in Philadelphia sometime in the early 1980`s, I was channel surfing after everyone else went to bed. It wasn`t just Bogart he was obsessed with; but rather the entire era of those old flicks those of my age know so well. Add to that a plot liken to The Maltese Falcon - where so many different characters were interacting with Sacchi - and you have a piece of art as far as I`m concerned. About ten years later it appeared on TV and I taped it. >",pos
"It was a sweet, intro for the most intelegent Sailor Soldier, Sailor Mercury. It consisted with a new ""in croud"", Merciurios. He, at the beganing wrote a love letter to Ami, which would be starltling (of course) and, now, Ami thiks he is a chibi-Einstien, and he is attractive (He ended up looking like Umino (Melvin)). This was a halarios (expesialy Minako's ""It's no skin off my neck"" scene (HOT!)) Well, I really like the Bishojo Senshi Sailor Moon Series, I personally think its the best anime ever!, But, this movie was nice, funny, but not as adventurios as Sailor Moon R- It was more like the ""S"" movie. I saw this @ Sailor Moon Univewrse, with real Player, and it was pretty good. (Over all)",pos
"Well I don't know much about anything, but I sure liked this film. In short, it was creative, humorous, simple, and heartwarming. In other words, it was everything it set out to be.<br /><br />The story is set around a girl's first love, (as the title suggests) and I certainly should warn you: expect nothing challenging or provocative in terms of the subject matter here. I mean, it is a children's cartoon. It's really just a simple story, but it's told well, and it holds your attention well.<br /><br />In the end: it's short, it's funny, it's cute, it's simple, it's good.",pos
"this is one of my favorite movies ever! along with casablanca and cannibal holocaust, this is near perfect cinema. rex allen narrates this wonderful tale of a cougar who just needs a little loving. contains action, adventure, suspense, comedy, and riverbed chaos! SEE THIS MOVIE IF YOU HAVE TO KILL TO DO IT!!! you will not find a better cat picture anywhere, with ""cat from outer space"" coming in as a not so close second. charlie's performance is magnificent. even includes animal cruelty and intense logging! gotta love disney, for all moral failures!",pos
